Idx,Specie,File,Validation,Suggested Specie,Comment
303,Whistle,channelA_2025-03-13_15-10-09_511_516_0.86.WAV,-1,,
304,Whistle,channelA_2025-03-13_15-10-09_520_525_0.64.WAV,-1,,
305,Whistle,channelA_2025-03-13_15-10-09_883_888_0.58.WAV,-1,,
306,Whistle,channelA_2025-03-13_15-10-09_889_894_0.88.WAV,-1,,
307,Whistle,channelA_2025-03-13_15-10-09_892_897_0.7.WAV,-1,,
308,Whistle,channelA_2025-03-13_15-10-09_895_900_0.59.WAV,-1,,
309,Whistle,channelA_2025-03-13_15-10-09_898_903_0.54.WAV,-1,,
310,Whistle,channelA_2025-03-13_15-10-09_97_102_0.59.WAV,-1,,
311,Whistle,channelA_2025-03-13_15-32-00_1264_1269_0.59.WAV,-1,,
312,Whistle,channelA_2025-03-13_15-32-00_1267_1272_0.8.WAV,-1,,
313,Whistle,channelA_2025-03-13_15-32-00_1270_1275_0.81.WAV,-1,,
314,Whistle,channelA_2025-03-13_15-32-00_1276_1281_0.94.WAV,-1,,
315,Whistle,channelA_2025-03-13_15-32-00_1279_1284_0.58.WAV,-1,,
316,Whistle,channelA_2025-03-13_15-32-00_1306_1311_0.53.WAV,-1,,
317,Whistle,channelA_2025-03-13_15-32-00_394_399_0.64.WAV,-1,,
318,Whistle,channelA_2025-03-13_15-32-00_520_525_0.74.WAV,-1,,
319,Whistle,channelA_2025-03-13_15-32-00_538_543_0.8.WAV,-1,,
320,Whistle,channelA_2025-03-13_15-32-00_778_783_0.62.WAV,-1,,
321,Whistle,channelA_2025-03-13_15-53-51_1003_1008_0.5.WAV,-1,,
322,Whistle,channelA_2025-03-13_15-53-51_1036_1041_0.89.WAV,-1,,
323,Whistle,channelA_2025-03-13_15-53-51_1099_1104_0.74.WAV,-1,,
324,Whistle,channelA_2025-03-13_15-53-51_1201_1206_0.57.WAV,-1,,
325,Whistle,channelA_2025-03-13_15-53-51_1204_1209_0.86.WAV,-1,,
326,Whistle,channelA_2025-03-13_15-53-51_1207_1212_0.65.WAV,-1,,
327,Whistle,channelA_2025-03-13_15-53-51_1213_1218_0.55.WAV,-1,,
328,Whistle,channelA_2025-03-13_15-53-51_1222_1227_0.75.WAV,-1,,
329,Whistle,channelA_2025-03-13_15-53-51_1231_1236_0.61.WAV,-1,,
330,Whistle,channelA_2025-03-13_15-53-51_1234_1239_0.7.WAV,-1,,
331,Whistle,channelA_2025-03-13_15-53-51_1285_1290_0.9.WAV,-1,,
332,Whistle,channelA_2025-03-13_15-53-51_271_276_0.7.WAV,-1,,
333,Whistle,channelA_2025-03-13_15-53-51_277_282_0.93.WAV,-1,,
334,Whistle,channelA_2025-03-13_15-53-51_304_309_0.82.WAV,-1,,
335,Whistle,channelA_2025-03-13_15-53-51_367_372_0.71.WAV,-1,,
336,Whistle,channelA_2025-03-13_15-53-51_427_432_0.71.WAV,-1,,
337,Whistle,channelA_2025-03-13_15-53-51_433_438_0.9.WAV,-1,,
338,Whistle,channelA_2025-03-13_15-53-51_526_531_0.7.WAV,-1,,
339,Whistle,channelA_2025-03-13_15-53-51_550_555_0.72.WAV,-1,,
340,Whistle,channelA_2025-03-13_15-53-51_574_579_0.57.WAV,-1,,
341,Whistle,channelA_2025-03-13_15-53-51_598_603_0.63.WAV,-1,,
342,Whistle,channelA_2025-03-13_15-53-51_643_648_0.89.WAV,-1,,
343,Whistle,channelA_2025-03-13_15-53-51_661_666_0.83.WAV,-1,,
344,Whistle,channelA_2025-03-13_15-53-51_670_675_0.86.WAV,-1,,
345,Whistle,channelA_2025-03-13_15-53-51_676_681_0.55.WAV,-1,,
346,Whistle,channelA_2025-03-13_15-53-51_679_684_0.51.WAV,-1,,
347,Whistle,channelA_2025-03-13_15-53-51_685_690_0.54.WAV,-1,,
348,Whistle,channelA_2025-03-13_15-53-51_706_711_0.89.WAV,-1,,
349,Whistle,channelA_2025-03-13_15-53-51_709_714_0.83.WAV,-1,,
350,Whistle,channelA_2025-03-13_15-53-51_712_717_0.51.WAV,-1,,
351,Whistle,channelA_2025-03-13_15-53-51_718_723_0.62.WAV,-1,,
352,Whistle,channelA_2025-03-13_15-53-51_760_765_0.74.WAV,-1,,
353,Whistle,channelA_2025-03-13_15-53-51_763_768_0.68.WAV,-1,,
354,Whistle,channelA_2025-03-13_15-53-51_775_780_0.83.WAV,-1,,
355,Whistle,channelA_2025-03-13_15-53-51_778_783_0.51.WAV,-1,,
356,Whistle,channelA_2025-03-13_15-53-51_784_789_0.61.WAV,-1,,
357,Whistle,channelA_2025-03-13_15-53-51_787_792_0.67.WAV,-1,,
358,Whistle,channelA_2025-03-13_15-53-51_844_849_0.97.WAV,-1,,
359,Whistle,channelA_2025-03-13_15-53-51_847_852_0.59.WAV,-1,,
360,Whistle,channelA_2025-03-13_15-53-51_850_855_0.66.WAV,-1,,
361,Whistle,channelA_2025-03-13_15-53-51_859_864_0.83.WAV,-1,,
362,Whistle,channelA_2025-03-13_15-53-51_862_867_0.68.WAV,-1,,
363,Whistle,channelA_2025-03-13_15-53-51_937_942_0.8.WAV,-1,,
364,Whistle,channelA_2025-03-13_15-53-51_940_945_0.89.WAV,-1,,
365,Whistle,channelA_2025-03-13_16-15-42_1024_1029_0.52.WAV,-1,,
366,Whistle,channelA_2025-03-13_16-15-42_1054_1059_0.74.WAV,-1,,
367,Whistle,channelA_2025-03-13_16-15-42_1096_1101_0.87.WAV,-1,,
368,Whistle,channelA_2025-03-13_16-15-42_10_15_0.97.WAV,-1,,
369,Whistle,channelA_2025-03-13_16-15-42_1165_1170_0.57.WAV,-1,,
370,Whistle,channelA_2025-03-13_16-15-42_1195_1200_0.53.WAV,-1,,
371,Whistle,channelA_2025-03-13_16-15-42_1246_1251_0.88.WAV,-1,,
372,Whistle,channelA_2025-03-13_16-15-42_1249_1254_0.54.WAV,-1,,
373,Whistle,channelA_2025-03-13_16-15-42_124_129_0.79.WAV,-1,,
374,Whistle,channelA_2025-03-13_16-15-42_1252_1257_0.7.WAV,-1,,
375,Whistle,channelA_2025-03-13_16-15-42_1264_1269_0.73.WAV,-1,,
376,Whistle,channelA_2025-03-13_16-15-42_1270_1275_0.75.WAV,-1,,
377,Whistle,channelA_2025-03-13_16-15-42_1276_1281_0.77.WAV,-1,,
378,Whistle,channelA_2025-03-13_16-15-42_1279_1284_0.96.WAV,-1,,
379,Whistle,channelA_2025-03-13_16-15-42_1285_1290_0.9.WAV,-1,,
380,Whistle,channelA_2025-03-13_16-15-42_1288_1293_0.86.WAV,-1,,
381,Whistle,channelA_2025-03-13_16-15-42_1291_1296_0.91.WAV,-1,,
382,Whistle,channelA_2025-03-13_16-15-42_19_24_0.58.WAV,-1,,
383,Whistle,channelA_2025-03-13_16-15-42_22_27_0.91.WAV,-1,,
384,Whistle,channelA_2025-03-13_16-15-42_259_264_0.7.WAV,-1,,
385,Whistle,channelA_2025-03-13_16-15-42_25_30_0.64.WAV,-1,,
386,Whistle,channelA_2025-03-13_16-15-42_313_318_0.61.WAV,-1,,
387,Whistle,channelA_2025-03-13_16-15-42_322_327_0.56.WAV,-1,,
388,Whistle,channelA_2025-03-13_16-15-42_328_333_0.57.WAV,-1,,
389,Whistle,channelA_2025-03-13_16-15-42_343_348_0.78.WAV,-1,,
390,Whistle,channelA_2025-03-13_16-15-42_346_351_0.86.WAV,-1,,
391,Whistle,channelA_2025-03-13_16-15-42_796_801_0.71.WAV,-1,,
392,Whistle,channelA_2025-03-13_16-15-42_817_822_0.66.WAV,-1,,
393,Whistle,channelA_2025-03-13_16-15-42_823_828_0.56.WAV,-1,,
394,Whistle,channelA_2025-03-13_16-15-42_850_855_0.73.WAV,-1,,
395,Whistle,channelA_2025-03-13_16-15-42_877_882_0.53.WAV,-1,,
396,Whistle,channelA_2025-03-13_16-15-42_886_891_0.72.WAV,-1,,
397,Whistle,channelA_2025-03-13_16-37-33_1054_1059_0.76.WAV,-1,,
398,Whistle,channelA_2025-03-13_16-37-33_1060_1065_0.87.WAV,-100, ,
399,Whistle,channelA_2025-03-13_16-37-33_1063_1068_0.66.WAV,-1,,
400,Whistle,channelA_2025-03-13_16-37-33_1066_1071_0.5.WAV,-1,,
401,Whistle,channelA_2025-03-13_16-37-33_1072_1077_0.6.WAV,-1,,
402,Whistle,channelA_2025-03-13_16-37-33_1075_1080_0.72.WAV,-1,,
403,Whistle,channelA_2025-03-13_16-37-33_109_114_0.56.WAV,-1,,
404,Whistle,channelA_2025-03-13_16-37-33_1138_1143_0.72.WAV,-1,,
405,Whistle,channelA_2025-03-13_16-37-33_1150_1155_0.58.WAV,-1,,
406,Whistle,channelA_2025-03-13_16-37-33_1288_1293_0.95.WAV,-1,,
407,Whistle,channelA_2025-03-13_16-37-33_1297_1302_0.56.WAV,-1,,
408,Whistle,channelA_2025-03-13_16-37-33_139_144_0.55.WAV,-1,,
409,Whistle,channelA_2025-03-13_16-37-33_16_21_0.83.WAV,-1,,
410,Whistle,channelA_2025-03-13_16-37-33_175_180_0.65.WAV,-1,,
411,Whistle,channelA_2025-03-13_16-37-33_193_198_0.64.WAV,-1,,
412,Whistle,channelA_2025-03-13_16-37-33_238_243_0.51.WAV,-1,,
413,Whistle,channelA_2025-03-13_16-37-33_28_33_0.51.WAV,-1,,
414,Whistle,channelA_2025-03-13_16-37-33_385_390_0.74.WAV,-1,,
415,Whistle,channelA_2025-03-13_16-37-33_424_429_0.67.WAV,-1,,
416,Whistle,channelA_2025-03-13_16-37-33_430_435_0.74.WAV,-1,,
417,Whistle,channelA_2025-03-13_16-37-33_460_465_0.59.WAV,-1,,
418,Whistle,channelA_2025-03-13_16-37-33_463_468_0.57.WAV,-1,,
419,Whistle,channelA_2025-03-13_16-37-33_472_477_0.63.WAV,-1,,
420,Whistle,channelA_2025-03-13_16-37-33_601_606_0.52.WAV,-1,,
421,Whistle,channelA_2025-03-13_16-37-33_646_651_0.51.WAV,-1,,
422,Whistle,channelA_2025-03-13_16-37-33_682_687_0.61.WAV,-1,,
423,Whistle,channelA_2025-03-13_16-37-33_718_723_0.54.WAV,-1,,
424,Whistle,channelA_2025-03-13_16-37-33_724_729_0.69.WAV,-1,,
425,Whistle,channelA_2025-03-13_16-37-33_733_738_0.78.WAV,-1,,
426,Whistle,channelA_2025-03-13_16-37-33_796_801_0.69.WAV,-1,,
427,Whistle,channelA_2025-03-13_16-37-33_805_810_0.7.WAV,-1,,
428,Whistle,channelA_2025-03-13_16-37-33_892_897_0.51.WAV,-1,,
429,Whistle,channelA_2025-03-13_16-37-33_985_990_0.55.WAV,-1,,
430,Whistle,channelA_2025-03-13_16-37-33_994_999_0.96.WAV,-1,,
431,Whistle,channelA_2025-03-13_16-37-33_997_1002_0.51.WAV,-1,,
432,Whistle,channelA_2025-03-13_16-59-24_1003_1008_0.7.WAV,-1,,
433,Whistle,channelA_2025-03-13_16-59-24_1006_1011_0.69.WAV,-1,,
434,Whistle,channelA_2025-03-13_16-59-24_1012_1017_0.82.WAV,-1,,
435,Whistle,channelA_2025-03-13_16-59-24_1015_1020_0.75.WAV,-1,,
436,Whistle,channelA_2025-03-13_16-59-24_1018_1023_0.9.WAV,-1,,
437,Whistle,channelA_2025-03-13_16-59-24_1045_1050_0.79.WAV,-1,,
438,Whistle,channelA_2025-03-13_16-59-24_1048_1053_0.87.WAV,-1,,
439,Whistle,channelA_2025-03-13_16-59-24_1057_1062_0.59.WAV,-1,,
440,Whistle,channelA_2025-03-13_16-59-24_1108_1113_0.69.WAV,-1,,
441,Whistle,channelA_2025-03-13_16-59-24_1141_1146_0.62.WAV,-1,,
442,Whistle,channelA_2025-03-13_16-59-24_1177_1182_0.8.WAV,-1,,
443,Whistle,channelA_2025-03-13_16-59-24_1240_1245_0.66.WAV,-1,,
444,Whistle,channelA_2025-03-13_16-59-24_1243_1248_0.57.WAV,-1,,
445,Whistle,channelA_2025-03-13_16-59-24_1288_1293_0.56.WAV,-1,,
446,Whistle,channelA_2025-03-13_16-59-24_217_222_0.77.WAV,-1,,
447,Whistle,channelA_2025-03-13_16-59-24_235_240_0.56.WAV,-1,,
448,Whistle,channelA_2025-03-13_16-59-24_238_243_0.8.WAV,-1,,
449,Whistle,channelA_2025-03-13_16-59-24_250_255_0.63.WAV,-1,,
450,Whistle,channelA_2025-03-13_16-59-24_283_288_0.56.WAV,-1,,
451,Whistle,channelA_2025-03-13_16-59-24_421_426_0.8.WAV,-1,,
452,Whistle,channelA_2025-03-13_16-59-24_424_429_0.7.WAV,-1,,
453,Whistle,channelA_2025-03-13_16-59-24_430_435_0.6.WAV,-1,,
454,Whistle,channelA_2025-03-13_16-59-24_433_438_0.71.WAV,-1,,
455,Whistle,channelA_2025-03-13_16-59-24_442_447_0.71.WAV,-1,,
456,Whistle,channelA_2025-03-13_16-59-24_445_450_0.94.WAV,-1,,
457,Whistle,channelA_2025-03-13_16-59-24_496_501_0.59.WAV,-1,,
458,Whistle,channelA_2025-03-13_16-59-24_49_54_0.59.WAV,-1,,
459,Whistle,channelA_2025-03-13_16-59-24_517_522_0.65.WAV,-1,,
460,Whistle,channelA_2025-03-13_16-59-24_520_525_0.66.WAV,-1,,
461,Whistle,channelA_2025-03-13_16-59-24_523_528_0.66.WAV,-1,,
462,Whistle,channelA_2025-03-13_16-59-24_541_546_0.52.WAV,-1,,
463,Whistle,channelA_2025-03-13_16-59-24_544_549_0.83.WAV,-1,,
464,Whistle,channelA_2025-03-13_16-59-24_547_552_0.78.WAV,-1,,
465,Whistle,channelA_2025-03-13_16-59-24_562_567_0.97.WAV,-1,,
466,Whistle,channelA_2025-03-13_16-59-24_565_570_0.91.WAV,-1,,
467,Whistle,channelA_2025-03-13_16-59-24_568_573_0.95.WAV,-1,,
468,Whistle,channelA_2025-03-13_16-59-24_586_591_0.72.WAV,-1,,
469,Whistle,channelA_2025-03-13_16-59-24_589_594_0.54.WAV,-1,,
470,Whistle,channelA_2025-03-13_16-59-24_598_603_0.81.WAV,-1,,
471,Whistle,channelA_2025-03-13_16-59-24_601_606_0.62.WAV,-1,,
472,Whistle,channelA_2025-03-13_16-59-24_604_609_0.72.WAV,-1,,
473,Whistle,channelA_2025-03-13_16-59-24_610_615_0.72.WAV,-1,,
474,Whistle,channelA_2025-03-13_16-59-24_619_624_0.75.WAV,-1,,
475,Whistle,channelA_2025-03-13_16-59-24_622_627_0.51.WAV,-1,,
476,Whistle,channelA_2025-03-13_16-59-24_628_633_0.53.WAV,-1,,
477,Whistle,channelA_2025-03-13_16-59-24_631_636_0.86.WAV,-1,,
478,Whistle,channelA_2025-03-13_16-59-24_634_639_0.79.WAV,-1,,
479,Whistle,channelA_2025-03-13_16-59-24_637_642_0.66.WAV,-1,,
480,Whistle,channelA_2025-03-13_16-59-24_643_648_0.52.WAV,-1,,
481,Whistle,channelA_2025-03-13_16-59-24_649_654_0.9.WAV,-1,,
482,Whistle,channelA_2025-03-13_16-59-24_652_657_0.84.WAV,-1,,
483,Whistle,channelA_2025-03-13_16-59-24_655_660_0.64.WAV,-1,,
484,Whistle,channelA_2025-03-13_16-59-24_724_729_0.63.WAV,-1,,
485,Whistle,channelA_2025-03-13_16-59-24_727_732_0.75.WAV,-1,,
486,Whistle,channelA_2025-03-13_16-59-24_787_792_0.95.WAV,-1,,
487,Whistle,channelA_2025-03-13_16-59-24_832_837_0.51.WAV,-1,,
488,Whistle,channelA_2025-03-13_16-59-24_871_876_0.75.WAV,-1,,
489,Whistle,channelA_2025-03-13_16-59-24_874_879_0.75.WAV,-1,,
490,Whistle,channelA_2025-03-13_16-59-24_877_882_0.6.WAV,-1,,
491,Whistle,channelA_2025-03-13_16-59-24_892_897_0.59.WAV,-1,,
492,Whistle,channelA_2025-03-13_16-59-24_931_936_0.69.WAV,-1,,
493,Whistle,channelA_2025-03-13_16-59-24_982_987_0.9.WAV,-1,,
494,Whistle,channelA_2025-03-13_16-59-24_991_996_0.69.WAV,-1,,
495,Whistle,channelA_2025-03-13_16-59-24_994_999_0.8.WAV,-1,,
496,Whistle,channelA_2025-03-13_17-21-15_0_3_0.74.WAV,-1,,
497,Whistle,channelA_2025-03-13_17-21-15_100_105_0.93.WAV,-1,,
498,Whistle,channelA_2025-03-13_17-21-15_1036_1041_0.61.WAV,-1,,
499,Whistle,channelA_2025-03-13_17-21-15_1042_1047_0.6.WAV,-1,,
500,Whistle,channelA_2025-03-13_17-21-15_1069_1074_0.69.WAV,-1,,
501,Whistle,channelA_2025-03-13_17-21-15_1114_1119_0.93.WAV,-1,,
502,Whistle,channelA_2025-03-13_17-21-15_1132_1137_0.51.WAV,-1,,
503,Whistle,channelA_2025-03-13_17-21-15_1231_1236_0.54.WAV,-1,,
504,Whistle,channelA_2025-03-13_17-21-15_1252_1257_0.68.WAV,-1,,
505,Whistle,channelA_2025-03-13_17-21-15_1264_1269_0.91.WAV,-1,,
506,Whistle,channelA_2025-03-13_17-21-15_1288_1293_0.89.WAV,-1,,
507,Whistle,channelA_2025-03-13_17-21-15_1291_1296_0.86.WAV,-1,,
508,Whistle,channelA_2025-03-13_17-21-15_148_153_0.62.WAV,-1,,
509,Whistle,channelA_2025-03-13_17-21-15_217_222_0.58.WAV,-1,,
510,Whistle,channelA_2025-03-13_17-21-15_25_30_0.54.WAV,-1,,
511,Whistle,channelA_2025-03-13_17-21-15_277_282_0.58.WAV,-1,,
512,Whistle,channelA_2025-03-13_17-21-15_280_285_0.89.WAV,-1,,
513,Whistle,channelA_2025-03-13_17-21-15_28_33_0.71.WAV,-1,,
514,Whistle,channelA_2025-03-13_17-21-15_337_342_0.74.WAV,-1,,
515,Whistle,channelA_2025-03-13_17-21-15_352_357_0.67.WAV,-1,,
516,Whistle,channelA_2025-03-13_17-21-15_37_42_0.67.WAV,-1,,
517,Whistle,channelA_2025-03-13_17-21-15_382_387_0.99.WAV,-1,,
518,Whistle,channelA_2025-03-13_17-21-15_397_402_0.63.WAV,-1,,
519,Whistle,channelA_2025-03-13_17-21-15_403_408_0.85.WAV,-1,,
520,Whistle,channelA_2025-03-13_17-21-15_406_411_0.63.WAV,-1,,
521,Whistle,channelA_2025-03-13_17-21-15_418_423_0.78.WAV,-1,,
522,Whistle,channelA_2025-03-13_17-21-15_421_426_0.63.WAV,-1,,
523,Whistle,channelA_2025-03-13_17-21-15_424_429_0.96.WAV,-1,,
524,Whistle,channelA_2025-03-13_17-21-15_43_48_0.72.WAV,-1,,
525,Whistle,channelA_2025-03-13_17-21-15_463_468_0.57.WAV,-1,,
526,Whistle,channelA_2025-03-13_17-21-15_46_51_0.81.WAV,-1,,
527,Whistle,channelA_2025-03-13_17-21-15_52_57_0.77.WAV,-1,,
528,Whistle,channelA_2025-03-13_17-21-15_553_558_0.8.WAV,-1,,
529,Whistle,channelA_2025-03-13_17-21-15_700_705_0.68.WAV,-1,,
530,Whistle,channelA_2025-03-13_17-21-15_721_726_0.81.WAV,-1,,
531,Whistle,channelA_2025-03-13_17-21-15_730_735_0.86.WAV,-1,,
532,Whistle,channelA_2025-03-13_17-21-15_796_801_0.5.WAV,-1,,
533,Whistle,channelA_2025-03-13_17-21-15_835_840_0.69.WAV,-1,,
534,Whistle,channelA_2025-03-13_17-21-15_931_936_0.56.WAV,-1,,
535,Whistle,channelA_2025-03-13_17-21-15_940_945_0.86.WAV,-1,,
536,Whistle,channelA_2025-03-13_17-21-15_946_951_0.68.WAV,-1,,
537,Whistle,channelA_2025-03-13_17-21-15_949_954_0.93.WAV,-1,,
538,Whistle,channelA_2025-03-13_17-21-15_952_957_0.86.WAV,-1,,
539,Whistle,channelA_2025-03-13_17-21-15_955_960_0.82.WAV,-1,,
540,Whistle,channelA_2025-03-13_17-21-15_958_963_0.83.WAV,-1,,
541,Whistle,channelA_2025-03-13_17-21-15_982_987_0.81.WAV,-1,,
542,Whistle,channelA_2025-03-13_17-21-15_985_990_0.89.WAV,-1,,
543,Whistle,channelA_2025-03-13_17-21-15_988_993_0.67.WAV,-1,,
544,Whistle,channelA_2025-03-13_17-21-15_994_999_0.53.WAV,-1,,
545,Whistle,channelA_2025-03-13_17-43-06_1144_1149_0.89.WAV,-1,,
546,Whistle,channelA_2025-03-13_17-43-06_1261_1266_0.61.WAV,-1,,
547,Whistle,channelA_2025-03-13_17-43-06_1285_1290_0.54.WAV,-1,,
548,Whistle,channelA_2025-03-13_17-43-06_1294_1299_0.84.WAV,-1,,
549,Whistle,channelA_2025-03-13_17-43-06_1297_1302_0.63.WAV,-1,,
550,Whistle,channelA_2025-03-13_17-43-06_205_210_0.56.WAV,-1,,
551,Whistle,channelA_2025-03-13_17-43-06_208_213_0.72.WAV,-1,,
552,Whistle,channelA_2025-03-13_17-43-06_283_288_0.62.WAV,-1,,
553,Whistle,channelA_2025-03-13_17-43-06_28_33_0.58.WAV,-1,,
554,Whistle,channelA_2025-03-13_17-43-06_391_396_0.6.WAV,-1,,
555,Whistle,channelA_2025-03-13_17-43-06_460_465_0.64.WAV,-1,,
556,Whistle,channelA_2025-03-13_17-43-06_475_480_0.9.WAV,-1,,
557,Whistle,channelA_2025-03-13_17-43-06_574_579_0.9.WAV,-1,,
558,Whistle,channelA_2025-03-13_17-43-06_577_582_0.52.WAV,-1,,
559,Whistle,channelA_2025-03-13_17-43-06_640_645_0.58.WAV,-1,,
560,Whistle,channelA_2025-03-13_17-43-06_670_675_0.66.WAV,-1,,
561,Whistle,channelA_2025-03-13_17-43-06_679_684_0.57.WAV,-1,,
562,Whistle,channelA_2025-03-13_17-43-06_721_726_0.53.WAV,-1,,
563,Whistle,channelA_2025-03-13_17-43-06_724_729_0.75.WAV,-1,,
564,Whistle,channelA_2025-03-13_17-43-06_727_732_0.6.WAV,-1,,
565,Whistle,channelA_2025-03-13_17-43-06_820_825_0.61.WAV,-1,,
566,Whistle,channelA_2025-03-13_17-43-06_823_828_0.62.WAV,-1,,
567,Whistle,channelA_2025-03-13_17-43-06_994_999_0.89.WAV,-1,,
568,Whistle,channelA_2025-03-13_17-43-06_997_1002_0.64.WAV,-1,,
569,Whistle,channelA_2025-03-13_18-04-57_0_3_0.75.WAV,-1,,
570,Whistle,channelA_2025-03-13_18-04-57_10_15_0.5.WAV,-1,,
571,Whistle,channelA_2025-03-13_18-04-57_1153_1158_0.6.WAV,-1,,
572,Whistle,channelA_2025-03-13_18-04-57_1159_1164_0.71.WAV,-1,,
573,Whistle,channelA_2025-03-13_18-04-57_1183_1188_0.91.WAV,-1,,
574,Whistle,channelA_2025-03-13_18-04-57_1210_1215_0.74.WAV,-1,,
575,Whistle,channelA_2025-03-13_18-04-57_1219_1224_0.85.WAV,-1,,
576,Whistle,channelA_2025-03-13_18-04-57_1243_1248_0.54.WAV,-1,,
577,Whistle,channelA_2025-03-13_18-04-57_1246_1251_0.57.WAV,-1,,
578,Whistle,channelA_2025-03-13_18-04-57_211_216_0.54.WAV,-1,,
579,Whistle,channelA_2025-03-13_18-04-57_25_30_0.55.WAV,-1,,
580,Whistle,channelA_2025-03-13_18-04-57_349_354_0.54.WAV,-1,,
581,Whistle,channelA_2025-03-13_18-04-57_436_441_0.55.WAV,-1,,
582,Whistle,channelA_2025-03-13_18-04-57_544_549_0.64.WAV,-1,,
583,Whistle,channelA_2025-03-13_18-04-57_565_570_0.86.WAV,-1,,
584,Whistle,channelA_2025-03-13_18-04-57_616_621_0.68.WAV,-1,,
585,Whistle,channelA_2025-03-13_18-04-57_61_66_0.62.WAV,-1,,
586,Whistle,channelA_2025-03-13_18-04-57_631_636_0.87.WAV,-1,,
587,Whistle,channelA_2025-03-13_18-04-57_634_639_0.59.WAV,-1,,
588,Whistle,channelA_2025-03-13_18-04-57_685_690_0.72.WAV,-1,,
589,Whistle,channelA_2025-03-13_18-04-57_70_75_0.57.WAV,-1,,
590,Whistle,channelA_2025-03-13_18-04-57_739_744_0.58.WAV,-1,,
591,Whistle,channelA_2025-03-13_18-04-57_853_858_0.63.WAV,-1,,
592,Whistle,channelA_2025-03-13_18-04-57_925_930_0.68.WAV,-100, ,
593,Whistle,channelA_2025-03-13_18-04-57_928_933_0.88.WAV,-1,,
594,Whistle,channelA_2025-03-13_18-04-57_931_936_0.51.WAV,-1,,
595,Whistle,channelA_2025-03-13_18-26-48_1036_1041_0.62.WAV,-1,,
596,Whistle,channelA_2025-03-13_18-26-48_1054_1059_0.64.WAV,-1,,
597,Whistle,channelA_2025-03-13_18-26-48_1057_1062_0.93.WAV,-1,,
598,Whistle,channelA_2025-03-13_18-26-48_1060_1065_0.64.WAV,-1,,
599,Whistle,channelA_2025-03-13_18-26-48_1063_1068_0.76.WAV,-1,,
600,Whistle,channelA_2025-03-13_18-26-48_1069_1074_0.65.WAV,-1,,
601,Whistle,channelA_2025-03-13_18-26-48_1078_1083_0.8.WAV,-1,,
602,Whistle,channelA_2025-03-13_18-26-48_1105_1110_0.72.WAV,-1,,
603,Whistle,channelA_2025-03-13_18-26-48_1135_1140_0.83.WAV,-1,,
604,Whistle,channelA_2025-03-13_18-26-48_1150_1155_0.88.WAV,-1,,
605,Whistle,channelA_2025-03-13_18-26-48_1162_1167_0.52.WAV,-1,,
606,Whistle,channelA_2025-03-13_18-26-48_1171_1176_0.53.WAV,-1,,
607,Whistle,channelA_2025-03-13_18-26-48_1180_1185_0.62.WAV,-1,,
608,Whistle,channelA_2025-03-13_18-26-48_1183_1188_0.94.WAV,-1,,
609,Whistle,channelA_2025-03-13_18-26-48_1186_1191_0.84.WAV,-1,,
610,Whistle,channelA_2025-03-13_18-26-48_1189_1194_0.84.WAV,-1,,
611,Whistle,channelA_2025-03-13_18-26-48_1192_1197_0.77.WAV,-1,,
612,Whistle,channelA_2025-03-13_18-26-48_1195_1200_0.98.WAV,-1,,
613,Whistle,channelA_2025-03-13_18-26-48_1198_1203_0.72.WAV,-1,,
614,Whistle,channelA_2025-03-13_18-26-48_1231_1236_0.58.WAV,-1,,
615,Whistle,channelA_2025-03-13_18-26-48_160_165_0.94.WAV,-1,,
616,Whistle,channelA_2025-03-13_18-26-48_163_168_0.62.WAV,-1,,
617,Whistle,channelA_2025-03-13_18-26-48_169_174_0.69.WAV,-1,,
618,Whistle,channelA_2025-03-13_18-26-48_172_177_0.61.WAV,-1,,
619,Whistle,channelA_2025-03-13_18-26-48_175_180_0.76.WAV,-1,,
620,Whistle,channelA_2025-03-13_18-26-48_19_24_0.6.WAV,-1,,
621,Whistle,channelA_2025-03-13_18-26-48_430_435_0.7.WAV,-1,,
622,Whistle,channelA_2025-03-13_18-26-48_457_462_0.57.WAV,-1,,
623,Whistle,channelA_2025-03-13_18-26-48_472_477_0.57.WAV,-1,,
624,Whistle,channelA_2025-03-13_18-26-48_517_522_0.63.WAV,-1,,
625,Whistle,channelA_2025-03-13_18-26-48_529_534_0.76.WAV,-1,,
626,Whistle,channelA_2025-03-13_18-26-48_535_540_0.94.WAV,-1,,
627,Whistle,channelA_2025-03-13_18-26-48_541_546_0.57.WAV,-1,,
628,Whistle,channelA_2025-03-13_18-26-48_544_549_0.61.WAV,-1,,
629,Whistle,channelA_2025-03-13_18-26-48_595_600_0.98.WAV,-1,,
630,Whistle,channelA_2025-03-13_18-26-48_673_678_0.56.WAV,-1,,
631,Whistle,channelA_2025-03-13_18-26-48_775_780_0.59.WAV,-1,,
632,Whistle,channelA_2025-03-13_18-26-48_808_813_0.51.WAV,-1,,
633,Whistle,channelA_2025-03-13_18-26-48_874_879_0.51.WAV,-1,,
634,Whistle,channelA_2025-03-13_18-26-48_904_909_0.96.WAV,-1,,
635,Whistle,channelA_2025-03-13_18-26-48_937_942_0.94.WAV,-1,,
636,Whistle,channelA_2025-03-13_18-26-48_976_981_0.79.WAV,-1,,
637,Whistle,channelA_2025-03-13_18-26-48_991_996_0.64.WAV,-1,,
